--------- beginning of system
11-09 01:42:12.516  7447 14782 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.livegame.wallpapermingche at: Binary XML file line #105
11-09 01:43:24.745 12077 12077 I Finsky  : [2] wid.g(1): wid - Received: android.intent.action.PACKAGE_ADDED, [9PEYr0FM1IC8xiA_sdgBYMaQS3yXVN2qsTVIpSSyeBw]
11-09 01:43:24.746  1460  5566 W BroadcastQueue: u0 Receiving a broadcast in packagecom.jr.narutoii requires a permissions review
11-09 01:43:24.746  1460  5566 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.jr.narutoii/com.joyriver.engine.proxy.EngineReceiver
11-09 01:43:24.747  7447  7447 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SYSTEM_ALERT_WINDOW in package: com.sh.aoao.jxgl at: Binary XML file line #54
11-09 01:43:24.748  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.android.buyer requires a permissions review
11-09 01:43:24.748  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.android.buyer/.mRve
11-09 01:43:24.748  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.ym.refpackage.Hjzj.baidu requires a permissions review
11-09 01:43:24.748  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.ym.refpackage.Hjzj.baidu/com.z.enter.rc
11-09 01:43:24.748  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.zhiqupk.root.global requires a permissions review
11-09 01:43:24.748  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.zhiqupk.root.global/com.zhiqupk.root.InstallAppReceiver
11-09 01:43:24.748  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.zhiqupk.root.global requires a permissions review
11-09 01:43:24.748  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.zhiqupk.root.global/com.zhiqupk.root.receiver.AppListenerReceiver
11-09 01:43:24.748  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.zhiqupk.root.global requires a permissions review
11-09 01:43:24.748  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.zhiqupk.root.global/com.surplusclear.SurplusAppListenerReceiver
11-09 01:43:24.748  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.zhiqupk.root.global requires a permissions review
11-09 01:43:24.748  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.zhiqupk.root.global/com.umeng.update.UmengInstallReceiver
11-09 01:43:24.748  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.packageinstaller/com.android.packageinstaller.PackageInstalledReceiver
11-09 01:43:24.748  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemonitor.impl.PackageMonitorReceiverImpl$RegisteredReceiver
11-09 01:43:24.749  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemonitor.backgroundimpl.BackgroundPackageMonitorReceiverImpl$RegisteredReceiver
11-09 01:43:24.749  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.games.chimera.GamesSystemBroadcastReceiverProxy
11-09 01:43:24.751  1460  1460 W binder:1460_11: type=1400 audit(0.0:5028): avc: denied { getopt } for scontext=u:r:system_server:s0 tcontext=u:r:shell:s0 tclass=unix_stream_socket permissive=0
11-09 01:43:24.751  1460  1460 W binder:1460_11: type=1400 audit(0.0:5029): avc: denied { getopt } for scontext=u:r:system_server:s0 tcontext=u:r:shell:s0 tclass=unix_stream_socket permissive=0
11-09 01:43:24.749  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.gass.chimera.PackageChangeBroadcastReceiver
11-09 01:43:24.749  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
11-09 01:43:24.749  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.googlequicksearchbox/com.google.android.apps.gsa.googlequicksearchbox.GelStubAppWatcher
11-09 01:43:24.749  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.cncd.japan.janli.shudu requires a permissions review
11-09 01:43:24.749  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.cncd.japan.janli.shudu/net.l.k.r
11-09 01:43:24.749  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.cncd.japan.janli.shudu requires a permissions review
11-09 01:43:24.749  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.cncd.japan.janli.shudu/com.feiwofour.coverscreen.SR
11-09 01:43:24.749  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.games.mengmeizhitd requires a permissions review
11-09 01:43:24.749  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.games.mengmeizhitd/hjnw.ihjnw.i.isqly
11-09 01:43:24.749  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.hgperfko.yaeghrwx requires a permissions review
11-09 01:43:24.749  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.hgperfko.yaeghrwx/.core.hLytdCQDBv
11-09 01:43:24.749  1460  1694 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.intensive.sound/com.mbridge.msdk.click.AppReceiver
11-09 01:43:24.749  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.microgame.skater requires a permissions review
11-09 01:43:24.750  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.microgame.skater/com.jmedia.listenner.PackageReceiver
11-09 01:43:24.750  1460  1460 V BackupManagerConstants: getFullBackupIntervalMilliseconds(...) returns 86400000
11-09 01:43:24.750  1460  1460 V BackupManagerConstants: getFullBackupRequiredNetworkType(...) returns 2
11-09 01:43:24.750  1460  1460 V BackupManagerConstants: getFullBackupRequireCharging(...) returns true
11-09 01:43:24.750  1460  2022 I InputReader: Reconfiguring input devices, changes=KEYBOARD_LAYOUTS | 
11-09 01:43:24.751  7447 11747 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SYSTEM_ALERT_WINDOW in package: com.sh.aoao.jxgl at: Binary XML file line #54
11-09 01:43:24.752  3164  3318 I PermissionControllerServiceImpl: Updating user sensitive for uid 10330
11-09 01:43:24.752 13370 13370 I abb     : StartCommandInProcess(73657474696e67730067657400656e61 settings.get.ena [truncated])
11-09 01:43:24.753  7447  7447 E om.eset.ems2.gp: Invalid ID 0x00000000.
11-09 01:43:24.759 13370 13370 I abb     : StartCommandInProcess(7061636b61676500696e7374616c6c00 package.install. [truncated])
11-09 01:43:24.766 12077 13406 I Finsky  : [675] pbm.run(216): Wrote row to frosting DB: 803
11-09 01:43:24.773 12077 12077 I Finsky  : [2] kal.f(9): AIM: AppInfoCacheUpdater -> invalidating apps: [com.sh.aoao.jxgl]
11-09 01:43:24.774 12077 12077 I Finsky  : [2] kbd.g(21): AIM: AppInfoManager-Perf > getApps > called for 1 apps
11-09 01:43:24.777 12077 12077 I Finsky  : [2] rgv.ajJ(13): DTU: Received onPackageAdded, replacing: false
11-09 01:43:24.778 12077 12291 I Finsky  : [489] kch.a(53): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=0, cacheMissCount=1. Missed  in cache (limit 10) : [com.sh.aoao.jxgl]
11-09 01:43:24.778 12077 13411 I Finsky  : [677] bb.a(21): Asset module storage cleared for package com.sh.aoao.jxgl.
11-09 01:43:24.779 17748 17748 I hw-BpHwBinder: onLastStrongRef automatically unlinking death recipients
11-09 01:43:24.789 12077 13406 I Finsky  : [675] pbm.run(216): Wrote row to frosting DB: 804
11-09 01:43:24.791  1460  1829 E VerityUtils: Failed to measure fs-verity, errno 1: /data/app/~~hI3jz9PR4VjwF5_EfvVviQ==/com.sh.aoao.jxgl-iXYQJ2zXJ-nXAe5kQiJysw==/base.apk
11-09 01:43:24.793 12077 12291 I Finsky  : [489] kac.apply(887): AIM: Got app ownership map. App counts: . Unique apps: 0
11-09 01:43:24.794 12077 12291 I Finsky  : [489] kch.a(53): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=0, cacheMissCount=1. Missed  in cache (limit 10) : [com.sh.aoao.jxgl]
11-09 01:43:24.796  3136  3136 D ControlsListingControllerImpl: ServiceConfig reloaded, count: 0
11-09 01:43:24.798 12077 12291 I Finsky  : [489] kac.apply(887): AIM: Got app ownership map. App counts: . Unique apps: 0
11-09 01:43:24.802 11407 16975 I Auth    : [SupervisedAccountIntentOperation] onHandleIntent(): android.intent.action.PACKAGE_ADDED
11-09 01:43:24.805 11407 11407 D BoundBrokerSvc: onBind: Intent { act=com.google.android.gms.common.BIND_SHARED_PREFS pkg=com.google.android.gms }
11-09 01:43:24.805 11407 11407 D BoundBrokerSvc: Loading bound service for intent: Intent { act=com.google.android.gms.common.BIND_SHARED_PREFS pkg=com.google.android.gms }
11-09 01:43:24.806 11407 16975 I BlockstoreStorage: (REDACTED) Clearing Blockstore Data for package %s
11-09 01:43:24.807 11407 16975 I BlockstoreStorage: Keyless data not found or its IsLastInstallationData = false. [CONTEXT service_id=258 ]
11-09 01:43:24.808 11407 15978 I Dck     : (REDACTED) doesDeviceHaveSupportedWirelessCapabilities: wccSysProp:%d, wccMendel:%d, deviceWccOverride:%s
11-09 01:43:24.808 11407 15978 I Dck     : (REDACTED) isDckModuleEligible: isAtLeastR:%s, hasWccSupport:%s, downloadAllowed:%s
11-09 01:43:24.808 11407 15978 W Dck     : Dck module not eligible for asynchronous downloading [CONTEXT service_id=289 ]
11-09 01:43:24.818 11545 14299 I ProximityAuth: [RecentAppsMediator] Package added: (user=UserHandle{0}) com.sh.aoao.jxgl
11-09 01:43:24.818 11545 14298 W GCM     : Unexpected forwarded intent: Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.PersistentIntentOperationService (has extras) }
11-09 01:43:24.820 11545 16017 W GCM     : Unexpected forwarded intent: Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.PersistentIntentOperationService (has extras) }
11-09 01:43:24.834  1460  5566 D CompatibilityChangeReporter: Compat change id reported: 161252188; UID 10330; state: DISABLED
11-09 01:43:24.838 12077 12077 I Finsky  : [2] abgi.f(9): Clearing split related stale data.
11-09 01:43:24.840 11545 11599 W ChimeraUtils: Module com.google.android.gms.nearby_en has empty metadata display_name_string_id
11-09 01:43:24.840 11407 11407 D BoundBrokerSvc: onUnbind: Intent { act=com.google.android.gms.common.BIND_SHARED_PREFS pkg=com.google.android.gms }
11-09 01:43:24.841 11545 11599 W ChimeraUtils: Module com.google.android.gms.nearby_en has empty metadata display_name_string_id
11-09 01:43:24.854 16769 16769 D BinaryAssets: Extracting 'stagefright/stagefrightCheck-pie' from assets to '/data/user/0/com.nowsecure.android.vts/files/stagefrightCheck-pie' ...
11-09 01:43:24.862  1460  1693 W WindowMagnificationMgr: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
11-09 01:43:24.865 12077 12077 I Finsky  : [2] ahxh.c(44): Do not start WearSupportService due to Wear service optimization
11-09 01:43:24.867 12077 13445 I Finsky  : [682] kxr.aeJ(109): [ContentSync] finished, scheduled=false
11-09 01:43:24.875  3511  3511 D CarrierSvcBindHelper: onPackageAdded: com.sh.aoao.jxgl
11-09 01:43:24.876  3511  3511 D CarrierSvcBindHelper: No carrier app for: 0
11-09 01:43:24.876  3511  3511 D CarrierSvcBindHelper: No carrier app for: 1
11-09 01:43:24.878  3511  3511 E VvmPkgInstalledRcvr: cannot create TelephonyManager from ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, E, UserHandle{0}
11-09 01:43:24.881 12077 12291 I Finsky  : [489] kce.a(204): AIM: AppInfoManager-Perf > ItemModel > CacheSize=35, cacheHitCount=0, cacheMissCount=0, total appsWithNoServerDataCount=2. Missed  in cache (limit 10) : []
11-09 01:43:24.882 16769 16769 D StageFright: Is directory: true
11-09 01:43:24.883 16769 16769 D VULN_TEST_BROAD_UPDATE: Without new tests detected.
11-09 01:43:24.884  1460  5781 W BroadcastQueue: u0 Receiving a broadcast in packagecom.qiuqiu.dfmc requires a permissions review
11-09 01:43:24.884  1460  5781 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.qiuqiu.dfmc/cn.jpush.android.service.PushReceiver
11-09 01:43:24.885  3511  3511 D ImsResolver: maybeAddedImsService, packageName: com.sh.aoao.jxgl
11-09 01:43:24.887 12077 12291 I Finsky  : [489] jhi.accept(156): AIM: AppInfoManager-Perf > getApps > data collection finished
11-09 01:43:24.887 12077 12291 I Finsky  : [489] jnz.run(464): AIM: AppInfoManager-Perf > maybeDestroyAppInfoManager is called. actives = 1
11-09 01:43:24.890  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.safesys.viruskiller requires a permissions review
11-09 01:43:24.890  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.safesys.viruskiller/.ScanPackageBroadcast
11-09 01:43:24.891  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.uc108.mobile.sdgj.bd1 requires a permissions review
11-09 01:43:24.891  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.uc108.mobile.sdgj.bd1/com.baidu.tiebasdk.service.InstallReceiver
11-09 01:43:24.891  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.voicebianshengjinglingwc.wxl requires a permissions review
11-09 01:43:24.891  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.voicebianshengjinglingwc.wxl/mp.ruu.Ztjjwrj
11-09 01:43:24.891  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.whtd.truntabledx requires a permissions review
11-09 01:43:24.891  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.whtd.truntabledx/com.baidu.appx.app_download.CompleteReceiver
11-09 01:43:24.891  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.whtd.truntabledx requires a permissions review
11-09 01:43:24.891  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.whtd.truntabledx/com.acw.ocp
